"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using at least basic sanitation services (%)","Published","2016","Western Pacific","Malaysia","Rural","99","98.67945","","",""
"Population using at least basic sanitation services (%)","Published","2016","Western Pacific","Malaysia","Total","100","99.56485","","",""
"Population using at least basic sanitation services (%)","Published","2016","Western Pacific","Malaysia","Urban","100","99.86251","","",""
"Population using at least basic sanitation services (%)","Published","2017","Western Pacific","Malaysia","Rural","99","98.67945","","",""
"Population using at least basic sanitation services (%)","Published","2017","Western Pacific","Malaysia","Total","100","99.57204","","",""
"Population using at least basic sanitation services (%)","Published","2017","Western Pacific","Malaysia","Urban","100","99.86251","","",""
"Population using at least basic sanitation services (%)","Published","2000","South-East Asia","Maldives","Rural","67","66.64633","","",""
"Population using at least basic sanitation services (%)","Published","2000","South-East Asia","Maldives","Total","74","73.80451","","",""
"Population using at least basic sanitation services (%)","Published","2000","South-East Asia","Maldives","Urban","92","92.48255","","",""
"Population using at least basic sanitation services (%)","Published","2001","South-East Asia","Maldives","Rural","69","68.74979","","",""
"Population using at least basic sanitation services (%)","Published","2001","South-East Asia","Maldives","Total","76","75.69639","","",""
"Population using at least basic sanitation services (%)","Published","2001","South-East Asia","Maldives","Urban","93","92.82063","","",""
"Population using at least basic sanitation services (%)","Published","2002","South-East Asia","Maldives","Rural","71","70.85323","","",""
"Population using at least basic sanitation services (%)","Published","2002","South-East Asia","Maldives","Total","78","77.55425","","",""
"Population using at least basic sanitation services (%)","Published","2002","South-East Asia","Maldives","Urban","93","93.15871","","",""
"Population using at least basic sanitation services (%)","Published","2003","South-East Asia","Maldives","Rural","73","72.95669","","",""
"Population using at least basic sanitation services (%)","Published","2003","South-East Asia","Maldives","Total","79","79.37589","","",""
"Population using at least basic sanitation services (%)","Published","2003","South-East Asia","Maldives","Urban","93","93.49680","","",""
"Population using at least basic sanitation services (%)","Published","2004","South-East Asia","Maldives","Rural","75","75.06014","","",""
"Population using at least basic sanitation services (%)","Published","2004","South-East Asia","Maldives","Total","81","81.16005","","",""
"Population using at least basic sanitation services (%)","Published","2004","South-East Asia","Maldives","Urban","94","93.83487","","",""
"Population using at least basic sanitation services (%)","Published","2005","South-East Asia","Maldives","Rural","77","77.16360","","",""
"Population using at least basic sanitation services (%)","Published","2005","South-East Asia","Maldives","Total","83","82.90425","","",""
"Population using at least basic sanitation services (%)","Published","2005","South-East Asia","Maldives","Urban","94","94.17295","","",""
"Population using at least basic sanitation services (%)","Published","2006","South-East Asia","Maldives","Rural","79","79.26705","","",""
"Population using at least basic sanitation services (%)","Published","2006","South-East Asia","Maldives","Total","85","84.57104","","",""
"Population using at least basic sanitation services (%)","Published","2006","South-East Asia","Maldives","Urban","95","94.51103","","",""
"Population using at least basic sanitation services (%)","Published","2007","South-East Asia","Maldives","Rural","81","81.37051","","",""
"Population using at least basic sanitation services (%)","Published","2007","South-East Asia","Maldives","Total","86","86.11497","","",""
"Population using at least basic sanitation services (%)","Published","2007","South-East Asia","Maldives","Urban","95","94.84911","","",""
"Population using at least basic sanitation services (%)","Published","2008","South-East Asia","Maldives","Rural","84","83.58891","","",""
"Population using at least basic sanitation services (%)","Published","2008","South-East Asia","Maldives","Total","88","87.79070","","",""
"Population using at least basic sanitation services (%)","Published","2008","South-East Asia","Maldives","Urban","95","95.38840","","",""
"Population using at least basic sanitation services (%)","Published","2009","South-East Asia","Maldives","Rural","86","85.81310","","",""
"Population using at least basic sanitation services (%)","Published","2009","South-East Asia","Maldives","Total","89","89.45699","","",""
"Population using at least basic sanitation services (%)","Published","2009","South-East Asia","Maldives","Urban","96","95.92912","","",""
"Population using at least basic sanitation services (%)","Published","2010","South-East Asia","Maldives","Rural","88","88.04308","","",""
"Population using at least basic sanitation services (%)","Published","2010","South-East Asia","Maldives","Total","91","91.11381","","",""
"Population using at least basic sanitation services (%)","Published","2010","South-East Asia","Maldives","Urban","96","96.47127","","",""
"Population using at least basic sanitation services (%)","Published","2011","South-East Asia","Maldives","Rural","90","90.27886","","",""
"Population using at least basic sanitation services (%)","Published","2011","South-East Asia","Maldives","Total","93","92.76100","","",""
"Population using at least basic sanitation services (%)","Published","2011","South-East Asia","Maldives","Urban","97","97.01485","","",""
"Population using at least basic sanitation services (%)","Published","2012","South-East Asia","Maldives","Rural","93","92.52043","","",""
"Population using at least basic sanitation services (%)","Published","2012","South-East Asia","Maldives","Total","94","94.39847","","",""
"Population using at least basic sanitation services (%)","Published","2012","South-East Asia","Maldives","Urban","98","97.55985","","",""
"Population using at least basic sanitation services (%)","Published","2013","South-East Asia","Maldives","Rural","95","94.76779","","",""
"Population using at least basic sanitation services (%)","Published","2013","South-East Asia","Maldives","Total","96","96.02591","","",""
"Population using at least basic sanitation services (%)","Published","2013","South-East Asia","Maldives","Urban","98","98.10629","","",""
"Population using at least basic sanitation services (%)","Published","2014","South-East Asia","Maldives","Rural","97","97.02095","","",""
"Population using at least basic sanitation services (%)","Published","2014","South-East Asia","Maldives","Total","98","97.64330","","",""
